:ID,:LABEL,id,name,category,def
KW-0950,Keyword,KW-0950,Spinocerebellar ataxia,Disease,"Protein which, if defective, causes autosomal dominant spinocerebellarataxia, a clinically and genetically heterogeneous group of autosomaldominant cerebellar ataxias (ADCA). Patients show progressiveincoordination of gait and often poor coordination of hands, speechand eye movements. Spinocerebellar ataxia is caused by degeneration ofthe cerebellum with variable involvement of the brainstem and spinalcord. Three clinical types are distinguished, according to the extentof extra-cerebellar signs: cerebellar ataxia with additional featureslike optic atrophy, ophthalmoplegia, bulbar and extrapyramidal signs,peripheral neuropathy and dementia, is known as ADCA type I;cerebellar ataxia with retinal degeneration and pigmentary maculardystrophy is defined as ADCA type II; pure cerebellar ataxia withoutadditional signs is classified as ADCA type III"
KW-0747,Keyword,KW-0747,Spliceosome,Cellular component,"Protein of the spliceosome, a very large complex of small nuclearRNA/protein particles (snRNPs) which assemble with pre-mRNA to achieveRNA splicing"
KW-0748,Keyword,KW-0748,Sporozoite,Developmental stage,Protein expressed in the sporozoite stage which is the infectiousstage of the malaria parasite. Malaria is transmitted by mosquitos tothe vertebrate host. This term also refers to the motile infectiousstage of other sporozoans (parasitic protozoans)
KW-0749,Keyword,KW-0749,Sporulation,Biological process,"Protein involved in the production of spores, i.e. sporulation"
KW-0750,Keyword,KW-0750,Starch biosynthesis,Biological process,"Protein involved in the synthesis of starch, the carbohydrate storageof plants. Starch consists of amylose (a linear alpha(1-4)-glucan) andamylopectin (an alpha(1-4)-glucan with alpha(1-6)-branch points)Starch (glucans and amylopectins) is synthesised via the ADP-glucosepathway by three key enzymes: ADP-glucose pyrophosphorylase, starchsynthases and starch branching enzymes. The randomly branched glucanmolecules are then specifically debranched via a debranching enzyme inorder to produce amylopectins. Amylopectins are branched in highlyordered clusters and are crystalline in nature, but also containcovalently bound phosphate"
KW-0751,Keyword,KW-0751,Stargardt disease,Disease,"Protein which, if defective, causes Stargardt disease (SD). SD is ahereditary degeneration of the macula lutea occurring between the agesof six and twenty, marked by rapid loss of visual accuity and byabnormal appearance and pigmentation of the macular aerea"
KW-0752,Keyword,KW-0752,Steroid biosynthesis,Biological process,"In vivo synthesis of steroids (steroidogenesis), a large group ofcomplex polycyclic lipids that consist of a 17-carbon ring systemExamples are bile acids, sterols, various hormones and saponins"
KW-0753,Keyword,KW-0753,Steroid metabolism,Biological process,"Protein involved in the biochemical reactions of steroids. Steroidsare a large group of complex tetracyclic lipids that consist of a 17-carbon-ring system. Examples are bile acids, sterols, various hormonesand saponins"
KW-0754,Keyword,KW-0754,Steroid-binding,Ligand,Protein which binds steroids
KW-0755,Keyword,KW-0755,Steroidogenesis,Biological process,"Biosynthesis of steroid hormones which takes place in the mitochondriaof the adrenal cortex. Oxidation of two adjacent carbon atoms in theside chain of cholesterol, followed by the cleavage between them,produces pregnenolone, a precursor of all other steroid hormones. Thehydroxylation and oxygenation reactions are catalyzed by cytochromeP450 and mixed-functions oxidases that use NADPH and O2"
KW-0756,Keyword,KW-0756,Sterol biosynthesis,Biological process,"Protein involved in the synthesis of sterols, any steroid alcoholwhich are components of cell membranes in plants, animals and fungi"
KW-1207,Keyword,KW-1207,Sterol metabolism,Biological process,"Protein involved in the metabolism of sterols, any steroid alcoholSterols are components of cell membranes in plants, animals and fungi"
KW-0757,Keyword,KW-0757,Stickler syndrome,Disease,"Protein which, if defective, causes Stickler syndrome (STL), alsoknown as hereditary progressive arthro-ophthalmopathy. It is agenetically and phenotypically heterogeneous disorder with ocular,oro-facial, auditory and skeletal manifestations. Clinical featuresinclude high myopia, vitreo-retinal degeneration, retinal detachment,cleft palate, midfacial hypoplasia, osteoarthritis, and sensorineuralhearing loss. Inheritance is autosomal dominant"
KW-0758,Keyword,KW-0758,Storage protein,Molecular function,Protein which is a source of nutrients for the development or growthof an organism
KW-0759,Keyword,KW-0759,Streptomycin biosynthesis,Biological process,"Protein involved in the synthesis of streptomycin, an antibioticsubstance produced by the soil actinomycete Streptomyces griseus. Thethree parts of the molecule (streptidine-6-P, dTDP-dihydrostreptoseand N-methyl-glucosamine) are synthesized by separate biochemicalpathways and the subunits brought together at the end. The finalintermediate in the pathway, streptomycin P, becomes biologicallyactive upon removal of the phosphate. The synthesis of the keystreptomycin biosynthesis enzymes is mainly regulated by differinglevels of factor A. Streptomycin binds to the small subunit ofribosomes of prokaryotic cells and causes inhibition and misreading"
KW-0346,Keyword,KW-0346,Stress response,Biological process,"Protein involved in the response to stress, a change in state oractivity of a cell or an organism (in terms of movement, secretion,enzyme production, gene expression, etc.) as a result of somestressful conditions. The stress is usually, but not necessarily,exogenous (e.g. temperature, humidity, ionizing radiation,hypertonicity, amino acid deprivation)"
KW-0762,Keyword,KW-0762,Sugar transport,Biological process,Protein involved in the transfer of sugars across a biologicalmembrane by a carrier protein
KW-0763,Keyword,KW-0763,Sulfate respiration,Biological process,"Protein involved in sulfate respiration, which is the use of sulfate(or other oxidized compounds of sulfur) as the terminal electronacceptor in the anaerobic respiratory metabolism of sulfate- orsulfur-reducing bacteria"
KW-0764,Keyword,KW-0764,Sulfate transport,Biological process,"Protein involved in the translocation of sulfate, or sulfate-containing compounds, such as thiosulfate, across a biologicalmembrane"
KW-0765,Keyword,KW-0765,Sulfation,PTM,Protein which is posttranslationally modified by the attachment of atleast one sulfate group to a tyrosine residue. Serine and threoninemay also serve as sulfate group acceptors
KW-0766,Keyword,KW-0766,Superantigen,Molecular function,"Bacterial or virus secreted protein that induces a strong T-lymphocyteactivity. When a normal antigen stimulates 0,001% of the body's T-cells, superantigens can stimulate up to 20% of body's T-cells. Theysimultaneously interact with the Vb domain of the T-cell receptor(TCR) and with the class II major histocompatibility complex (MHC)molecules on the surface of an antigen-presenting cell. This compelsthe MHC to interact with the TCR, thereby inducing T-cells activationMost superantigens are bacterial toxins, but some are produced byviruses. Staphylococcal enterotoxins are the best known superantigens"
KW-1260,Keyword,KW-1260,Superinfection exclusion,Biological process,"Viral protein that is expressed by a prokaryotic virus, integrated ornot, to help protect the host cell from superinfection, a process bywhich a cell that has previously been infected by one virussubsequently gets coinfected with a different strain of the virus, oranother virus. Superinfection exclusion can be achieved for example byexpressing viral enzymes that alter a portion of a surface receptorthereby blocking entry of incoming viruses with this receptorspecificity. Exclusion protein can also target and block the ejectionand/or DNA delivery by new incoming phages"
KW-0941,Keyword,KW-0941,Suppressor of RNA silencing,Molecular function,"Protein which suppresses host RNA-mediated gene silencing. The mostcommon form of RNA-mediated gene silencing is RNA interference (RNAi),a sequence-specific RNA-degradation mechanism that operates as anatural antiviral system in plants and invertebrates cells. RNAi ismediated by small interfering RNAs (siRNA) of about 21- to 25-nt thattarget homologous RNAs for destruction. RNA silencing by endogenousmicro-RNAs (miRNAs) may also play a role in the antiviral defences ofmammals. miRNAs differ from siRNAs in that they generally base pairimperfectly with target RNAs and inhibit their translation by anunknown mechanism"
KW-0767,Keyword,KW-0767,Surface film,Cellular component,Protein found in the film of pulmonary surfactants which cover thealveolar surface of the mammalian lung. These surfactants are composedof 90% phospholipids and 10% proteins
KW-0768,Keyword,KW-0768,Sushi,Domain,"Protein which contains at least one sushi domain, a motif ofapproximately 60 amino acids characterized by a framework of fourconserved half-cystine residues (1-3 and 2-4 disulfide-bonded) andseveral other highly conserved residues including proline, tryptophan,tyrosine/phenylalanine and cysteine. This type of structure, alsodesignated SCR (Short Consensus Repeat), is predominantly present inproteins associated with the complement system"
